Country,Region,Year,VALUE
Czechia,Europe,2013,0.290500854
Finland,Europe,2013,1.608386952
United Kingdom (Scotland),Europe,2013,1.043809053
Honduras,Americas,2013,0.132403508
Iceland,Europe,2013,0.615365681
Lithuania,Europe,2013,2.291273898
Mongolia,Asia,2013,0.989345456
Netherlands (Kingdom of the),Europe,2013,0.251287279
Austria,Europe,2014,0.335106686
Canada,Americas,2014,0.916550314
Switzerland,Europe,2014,0.148231377
Costa Rica,Americas,2014,10.73960491
Czechia,Europe,2014,0.290359709
Germany,Europe,2014,0.389666936
Dominica,Americas,2014,17.1789329
Ecuador,Americas,2014,0.902118287
Finland,Europe,2014,1.526373122
United Kingdom (England and Wales),Europe,2014,0.477124344
United Kingdom (Scotland),Europe,2014,0.847284645
Honduras,Americas,2014,0.151659195
Iceland,Europe,2014,0
Lithuania,Europe,2014,2.023552708
Mongolia,Asia,2014,1.801540872
Netherlands (Kingdom of the),Europe,2014,0.261811569
Russian Federation,Europe,2014,4.223887319
Austria,Europe,2015,0.259653872
Belarus,Europe,2015,2.965599712
Canada,Americas,2015,1.116821062
Switzerland,Europe,2015,0.146431322
Costa Rica,Americas,2015,14.54133691
Czechia,Europe,2015,0.309359637
Germany,Europe,2015,0.296769838
Dominica,Americas,2015,8.536429212
Algeria,Africa,2015,1.195897308
Ecuador,Americas,2015,0.962935858
Finland,Europe,2015,1.483311448
United Kingdom (England and Wales),Europe,2015,0.483280474
United Kingdom (Scotland),Europe,2015,0.804453146
Honduras,Americas,2015,2.638695922
Iceland,Europe,2015,1.202360233
Lithuania,Europe,2015,1.530453845
Republic of Moldova,Europe,2015,1.026580742
Mexico,Americas,2015,0.040799135
Malta,Europe,2015,0
Mongolia,Asia,2015,1.425040817
Netherlands (Kingdom of the),Europe,2015,0.20119267
Oman,Asia,2015,0.257883689
Russian Federation,Europe,2015,4.552197133
Uruguay,Americas,2015,6.023249744
Austria,Europe,2016,0.186372881
Bahamas,Americas,2016,7.359105974
Belarus,Europe,2016,3.386708905
Belize,Americas,2016,0
Barbados,Americas,2016,0
Canada,Americas,2016,1.026827372
Switzerland,Europe,2016,0.265229029
Chile,Americas,2016,1.649588411
Czechia,Europe,2016,0.077269691
Germany,Europe,2016,0.374478843
Dominica,Americas,2016,8.527693685
Dominican Republic,Americas,2016,4.506763067
Algeria,Africa,2016,1.182118545
Ecuador,Americas,2016,0.766225183
Spain,Europe,2016,0.149015594
Finland,Europe,2016,0.960510814
United Kingdom (England and Wales),Europe,2016,0.516733889
United Kingdom (Scotland),Europe,2016,0.913414752
Grenada,Americas,2016,4.978633365
Guyana,Americas,2016,7.518615286
Honduras,Americas,2016,1.902716808
Croatia,Europe,2016,0
Hungary,Europe,2016,0.405787036
Iceland,Europe,2016,0
Italy,Europe,2016,0.061672393
Saint Kitts and Nevis,Americas,2016,0
Liechtenstein,Europe,2016,0
Lithuania,Europe,2016,1.395793373
Latvia,Europe,2016,0.220799293
"China, Macao Special Administrative Region",Asia,2016,0.336909629
Morocco,Africa,2016,0.639681649
Republic of Moldova,Europe,2016,1.173508438
Mexico,Americas,2016,0.055471854
Malta,Europe,2016,0
Montenegro,Europe,2016,2.914149166
Mongolia,Asia,2016,1.660431194
Nicaragua,Americas,2016,0.381139805
Netherlands (Kingdom of the),Europe,2016,0.200124242
Oman,Asia,2016,0.279101962
Peru,Americas,2016,2.372296093
Philippines,Asia,2016,0.237056856
Paraguay,Americas,2016,8.697032217
Russian Federation,Europe,2016,4.765298502
El Salvador,Americas,2016,0.033513232
Suriname,Americas,2016,5.15893829
Uruguay,Americas,2016,5.940409209
Argentina,Americas,2017,1.513376251
Antigua and Barbuda,Americas,2017,0
Austria,Europe,2017,0.138712737
Bahamas,Americas,2017,7.833266315
Belarus,Europe,2017,2.429058132
Belize,Americas,2017,0.530257838
Barbados,Americas,2017,2.993015051
Bhutan,Asia,2017,1.244277877
Canada,Americas,2017,1.047244911
Switzerland,Europe,2017,0.262532465
Chile,Americas,2017,2.677088587
Czechia,Europe,2017,0.270206214
Germany,Europe,2017,0.336189579
Dominica,Americas,2017,8.498824329
Dominican Republic,Americas,2017,3.339286217
Algeria,Africa,2017,1.202214766
Ecuador,Americas,2017,2.167482965
Spain,Europe,2017,0.100636861
Finland,Europe,2017,0.810099138
United Kingdom (England and Wales),Europe,2017,0.561657348
United Kingdom (Scotland),Europe,2017,0.871113131
Grenada,Americas,2017,4.943846148
Guatemala,Americas,2017,0
Guyana,Americas,2017,13.39469891
Honduras,Americas,2017,1.726340503
Croatia,Europe,2017,0
Hungary,Europe,2017,0.513503319
Iceland,Europe,2017,0
Italy,Europe,2017,0.065139868
Jamaica,Americas,2017,4.804458538
Jordan,Asia,2017,1.618846384
Saint Kitts and Nevis,Americas,2017,21.48643132
Saint Lucia,Americas,2017,7.951699108
Lithuania,Europe,2017,0.888264472
Latvia,Europe,2017,1.668718263
Morocco,Africa,2017,2.410319478
Republic of Moldova,Europe,2017,0.925517033
Mexico,Americas,2017,0.066526277
Malta,Europe,2017,0.408647805
Montenegro,Europe,2017,1.296897012
Mongolia,Asia,2017,1.81983858
Nicaragua,Americas,2017,0.532303795
Netherlands (Kingdom of the),Europe,2017,0.163940742
Oman,Asia,2017,0.202639994
Panama,Americas,2017,3.169329472
Philippines,Asia,2017,0.201398504
Paraguay,Americas,2017,3.099241468
Russian Federation,Europe,2017,4.275023109
El Salvador,Americas,2017,0.066896545
Suriname,Americas,2017,2.04404578
Trinidad and Tobago,Americas,2017,0.96147969
Uruguay,Americas,2017,5.378768008
Argentina,Americas,2018,1.278030193
Antigua and Barbuda,Americas,2018,4.575036314
Austria,Europe,2018,0.368001954
Bahamas,Americas,2018,13.49555685
Belarus,Europe,2018,2.008781052
Belize,Americas,2018,0
Bolivia (Plurinational State of),Americas,2018,0
Barbados,Americas,2018,2.986489866
Bhutan,Asia,2018,0.494279335
Canada,Americas,2018,0.897191139
Switzerland,Europe,2018,0.284231208
Chile,Americas,2018,3.221531466
Colombia,Americas,2018,0.008219948
Germany,Europe,2018,0.35212275
Dominica,Americas,2018,25.386438
Dominican Republic,Americas,2018,1.993725671
Algeria,Africa,2018,1.15622614
Ecuador,Americas,2018,2.456034918
Spain,Europe,2018,0.078454557
Finland,Europe,2018,1.433190186
United Kingdom (England and Wales),Europe,2018,0.540813427
United Kingdom (Scotland),Europe,2018,1.094855651
Grenada,Americas,2018,14.73224151
Guatemala,Americas,2018,0
Guyana,Americas,2018,13.21106621
Honduras,Americas,2018,0.585996976
Croatia,Europe,2018,0.099003382
Hungary,Europe,2018,0.171158947
Iceland,Europe,2018,0.554555815
Italy,Europe,2018,0.05833103
Jamaica,Americas,2018,4.942640301
Jordan,Asia,2018,0.036794649
Saint Kitts and Nevis,Americas,2018,8.614748449
Saint Lucia,Americas,2018,0
Lithuania,Europe,2018,1.938495996
Latvia,Europe,2018,0.897187877
Morocco,Africa,2018,1.608861899
Republic of Moldova,Europe,2018,1.606431079
Mexico,Americas,2018,0.024717738
Malta,Europe,2018,1.189775073
Montenegro,Europe,2018,1.298956451
Mongolia,Asia,2018,2.543988745
Nicaragua,Americas,2018,0.370477626
Netherlands (Kingdom of the),Europe,2018,0.26798403
Oman,Asia,2018,0.336545322
Panama,Americas,2018,3.16514428
Peru,Americas,2018,1.171536646
Philippines,Asia,2018,0.197922647
Paraguay,Americas,2018,3.644533231
State of Palestine,Asia,2018,0.417761725
Russian Federation,Europe,2018,4.826272596
El Salvador,Americas,2018,0
Suriname,Americas,2018,3.037046911
Slovenia,Europe,2018,0.190096541
Trinidad and Tobago,Americas,2018,0.537992347
Uruguay,Americas,2018,8.263869578
Saint Vincent and the Grenadines,Americas,2018,11.14081996
United Arab Emirates,Asia,2019,0.589712954
Argentina,Americas,2019,1.309055913
Antigua and Barbuda,Americas,2019,0
Austria,Europe,2019,0.457880909
Bahamas,Americas,2019,18.5819399
Bosnia and Herzegovina,Europe,2019,0.363085354
Belarus,Europe,2019,2.014462949
Belize,Americas,2019,0
Bolivia (Plurinational State of),Americas,2019,0
Barbados,Americas,2019,0
Bhutan,Asia,2019,1.228190409
Canada,Americas,2019,0.992428468
Switzerland,Europe,2019,0.117558102
Chile,Americas,2019,0
Colombia,Americas,2019,0.040356263
Czechia,Europe,2019,0.327598939
Germany,Europe,2019,0.343704767
Dominica,Americas,2019,14.01620273
Dominican Republic,Americas,2019,3.325773594
Algeria,Africa,2019,1.153656842
Ecuador,Americas,2019,2.709631194
Spain,Europe,2019,0.09089753
Finland,Europe,2019,1.35742008
United Kingdom (Scotland),Europe,2019,0.751031824
Grenada,Americas,2019,19.51759023
Guatemala,Americas,2019,0
Guyana,Americas,2019,2.291119874
Honduras,Americas,2019,0.119241765
Croatia,Europe,2019,0.398505604
Hungary,Europe,2019,0.299235262
Iceland,Europe,2019,0.540575605
Italy,Europe,2019,0.055001229
Jamaica,Americas,2019,2.720782554
Jordan,Asia,2019,0.03599968
Saint Kitts and Nevis,Americas,2019,4.319747727
Saint Lucia,Americas,2019,2.257795037
Lithuania,Europe,2019,2.327528278
Latvia,Europe,2019,1.130580333
Morocco,Africa,2019,0.776729321
Republic of Moldova,Europe,2019,1.420784178
Mexico,Americas,2019,0.017977608
North Macedonia,Europe,2019,1.327470969
Malta,Europe,2019,0
Montenegro,Europe,2019,3.25327035
Mongolia,Asia,2019,2.926352426
Nicaragua,Americas,2019,0.700294398
Netherlands (Kingdom of the),Europe,2019,0.313070266
Oman,Asia,2019,0.581255998
Panama,Americas,2019,2.926596246
Peru,Americas,2019,0.325789323
Philippines,Asia,2019,0.158896979
Russian Federation,Europe,2019,4.876131056
El Salvador,Americas,2019,0
Suriname,Americas,2019,2.337724359
Slovakia,Europe,2019,0.037550759
Slovenia,Europe,2019,0.189023053
Trinidad and Tobago,Americas,2019,0.797981638
Uruguay,Americas,2019,3.736859965
Saint Vincent and the Grenadines,Americas,2019,16.7799312
United Arab Emirates,Asia,2020,0.710384227
Argentina,Americas,2020,1.937480205
Antigua and Barbuda,Americas,2020,0
Austria,Europe,2020,0.182529549
Bahamas,Americas,2020,7.711844365
Bosnia and Herzegovina,Europe,2020,0.489939401
Belize,Americas,2020,0
Bolivia (Plurinational State of),Americas,2020,0
Barbados,Americas,2020,0
Bhutan,Asia,2020,3.175320433
Canada,Americas,2020,1.142004729
Switzerland,Europe,2020,0.139990504
Chile,Americas,2020,0
Colombia,Americas,2020,0.031822319
Czechia,Europe,2020,0.154217313
Germany,Europe,2020,0.491299248
Dominica,Americas,2020,0
Dominican Republic,Americas,2020,3.672558319
Algeria,Africa,2020,1.350930063
Ecuador,Americas,2020,2.673447592
Spain,Europe,2020,0.103391513
United Kingdom (Scotland),Europe,2020,1.238175425
Grenada,Americas,2020,11.3055486
Guatemala,Americas,2020,0
Guyana,Americas,2020,2.564763484
Honduras,Americas,2020,0.117348373
Croatia,Europe,2020,0.652068688
Hungary,Europe,2020,0.684857187
Iceland,Europe,2020,0.531667442
Italy,Europe,2020,0.068994264
Jamaica,Americas,2020,1.000236484
Jordan,Asia,2020,0.370319753
Saint Kitts and Nevis,Americas,2020,17.3370319
Saint Lucia,Americas,2020,0
Lithuania,Europe,2020,1.665154152
Latvia,Europe,2020,0.912086283
Morocco,Africa,2020,0.351827631
Republic of Moldova,Europe,2020,1.569457002
Mexico,Americas,2020,0.019484489
North Macedonia,Europe,2020,0.189954269
Malta,Europe,2020,0
Montenegro,Europe,2020,1.30456549
Mongolia,Asia,2020,2.811572678
Netherlands (Kingdom of the),Europe,2020,0.357888072
Oman,Asia,2020,0.31906012
Panama,Americas,2020,0
Peru,Americas,2020,0.212128514
Russian Federation,Europe,2020,5.521621606
El Salvador,Americas,2020,0
Suriname,Americas,2020,5.286538655
Slovakia,Europe,2020,0.037528085
Slovenia,Europe,2020,0.188147285
Tajikistan,Asia,2020,0.041653737
Trinidad and Tobago,Americas,2020,0.266960501
Uruguay,Americas,2020,4.638090408
Saint Vincent and the Grenadines,Americas,2020,16.84320844
United Arab Emirates,Asia,2021,0.399260631
Argentina,Americas,2021,1.954062315
Antigua and Barbuda,Americas,2021,11.23317832
Austria,Europe,2021,0.204959519
Bahamas,Americas,2021,11.28046045
Bosnia and Herzegovina,Europe,2021,0.372631924
Belize,Americas,2021,0
Bolivia (Plurinational State of),Americas,2021,0.016505608
Barbados,Americas,2021,0
Canada,Americas,2021,1.128691626
Switzerland,Europe,2021,0.046360794
Chile,Americas,2021,0
Colombia,Americas,2021,0.01180394
Czechia,Europe,2021,0.212501707
Germany,Europe,2021,0.328036229
Dominica,Americas,2021,8.324199836
Dominican Republic,Americas,2021,3.869425519
Algeria,Africa,2021,1.409061483
Ecuador,Americas,2021,1.046491805
Spain,Europe,2021,0.154694175
United Kingdom (England and Wales),Europe,2021,0.445551285
United Kingdom (Scotland),Europe,2021,0.823180154
Greece,Europe,2021,0.273603853
Grenada,Americas,2021,3.207364108
Guatemala,Americas,2021,0
Guyana,Americas,2021,2.540421278
Honduras,Americas,2021,0.173386919
Croatia,Europe,2021,0.101171106
Hungary,Europe,2021,0.644567457
Iceland,Europe,2021,0.526807939
Italy,Europe,2021,0.076195076
Jamaica,Americas,2021,2.566017939
Jordan,Asia,2021,0.224907464
Saint Kitts and Nevis,Americas,2021,26.06995438
Saint Lucia,Americas,2021,0
Lithuania,Europe,2021,2.370505407
Latvia,Europe,2021,0.806453471
Morocco,Africa,2021,1.162562508
Mexico,Americas,2021,0.008083272
North Macedonia,Europe,2021,0.572138568
Malta,Europe,2021,0
Montenegro,Europe,2021,0.326919179
Mongolia,Asia,2021,3.370525477
Netherlands (Kingdom of the),Europe,2021,0.287472005
Oman,Asia,2021,0.217252137
Panama,Americas,2021,0
Peru,Americas,2021,0.215632002
Qatar,Asia,2021,0.204742345
Russian Federation,Europe,2021,5.408600958
El Salvador,Americas,2021,0.09977743
Suriname,Americas,2021,2.947080262
Slovakia,Europe,2021,0.112786831
Slovenia,Europe,2021,0.093881463
Eswatini,Africa,2021,1.013803783
Uruguay,Americas,2021,4.157898923
United States of America,Americas,2021,4.278783844
Saint Vincent and the Grenadines,Americas,2021,15.03505046
Argentina,Americas,2022,1.438043175
Antigua and Barbuda,Americas,2022,0
Austria,Europe,2022,0.295373519
Bahamas,Americas,2022,9.192232563
Bosnia and Herzegovina,Europe,2022,0.31410705
Belize,Americas,2022,0
Bolivia (Plurinational State of),Americas,2022,0
Barbados,Americas,2022,0
Canada,Americas,2022,1.172141759
Switzerland,Europe,2022,0.115195827
Chile,Americas,2022,0
Colombia,Americas,2022,0.015639903
Czechia,Europe,2022,0.348198036
Germany,Europe,2022,0.33060823
Dominica,Americas,2022,22.12328199
Dominican Republic,Americas,2022,4.20640753
Algeria,Africa,2022,2.073287884
Ecuador,Americas,2022,1.402399349
Spain,Europe,2022,0.154446369
Greece,Europe,2022,0.767354459
Grenada,Americas,2022,9.566174009
Guyana,Americas,2022,0.505073463
Honduras,Americas,2022,0.132894049
Croatia,Europe,2022,0.203765588
Hungary,Europe,2022,0.5224281
Ireland,Europe,2022,0.281182146
Iceland,Europe,2022,1.569579457
Italy,Europe,2022,0.055577023
Jamaica,Americas,2022,1.283533654
Jordan,Asia,2022,0.359163764
Saint Kitts and Nevis,Americas,2022,4.345747686
Saint Lucia,Americas,2022,2.248492105
Lithuania,Europe,2022,1.548395688
Latvia,Europe,2022,0.582465799
Morocco,Africa,2022,0.737307907
Mexico,Americas,2022,0.01929417
North Macedonia,Europe,2022,0.862461369
Malta,Europe,2022,0.359709642
Montenegro,Europe,2022,1.637470566
Mauritius,Africa,2022,1.872800922
Netherlands (Kingdom of the),Europe,2022,0.366563057
Oman,Asia,2022,0.179501374
Panama,Americas,2022,0
El Salvador,Americas,2022,0.033150613
Suriname,Americas,2022,5.526208858
Slovakia,Europe,2022,0.0362642
Uruguay,Americas,2022,5.788809748
United States of America,Americas,2022,4.042667333
Saint Vincent and the Grenadines,Americas,2022,15.11487304
Austria,Europe,2010,0.23307372
Switzerland,Europe,2010,0.025188175
Russian Federation,Europe,2010,0.610328459
Austria,Europe,2011,0.092961145
Switzerland,Europe,2011,0.049855332
"China, Macao Special Administrative Region",Asia,2011,0.336479416
Russian Federation,Europe,2011,0.55165778
Austria,Europe,2012,0.393619475
Switzerland,Europe,2012,0.049374219
Austria,Europe,2013,0.09216248
Canada,Americas,2013,0.192412932
Switzerland,Europe,2013,0.24429856
Czechia,Europe,2013,0.392445829
Finland,Europe,2013,0.216967902
United Kingdom (Scotland),Europe,2013,0.036482769
Honduras,Americas,2013,0.04515636
Iceland,Europe,2013,0
Lithuania,Europe,2013,0.490320161
"China, Macao Special Administrative Region",Asia,2013,0.322396567
Mongolia,Asia,2013,1.468452398
Netherlands (Kingdom of the),Europe,2013,0.070502115
Austria,Europe,2014,0.114461213
Canada,Americas,2014,0.145750188
Switzerland,Europe,2014,0.02415421
Costa Rica,Americas,2014,0.952762847
Czechia,Europe,2014,0.280312215
Germany,Europe,2014,0.122690511
Dominica,Americas,2014,0
Ecuador,Americas,2014,0.100291107
Finland,Europe,2014,0.180158496
United Kingdom (England and Wales),Europe,2014,0.068695136
United Kingdom (Scotland),Europe,2014,0.036349493
Honduras,Americas,2014,0.044323933
Iceland,Europe,2014,0
Lithuania,Europe,2014,0.496517242
"China, Macao Special Administrative Region",Asia,2014,0.315861457
Mongolia,Asia,2014,1.301714015
Netherlands (Kingdom of the),Europe,2014,0.023388826
Russian Federation,Europe,2014,0.722189089
Austria,Europe,2015,0.068088769
Belarus,Europe,2015,1.15033983
Canada,Americas,2015,0.194409505
Switzerland,Europe,2015,0.095596628
Costa Rica,Americas,2015,0.819614019
Czechia,Europe,2015,0.355019149
Germany,Europe,2015,0.141697998
Dominica,Americas,2015,0
Algeria,Africa,2015,0.061884625
Ecuador,Americas,2015,0.13587502
Finland,Europe,2015,0.143740531
United Kingdom (England and Wales),Europe,2015,0.081825901
United Kingdom (Scotland),Europe,2015,0.325788199
Honduras,Americas,2015,0.391711813
Iceland,Europe,2015,0
Lithuania,Europe,2015,0.502631591
Republic of Moldova,Europe,2015,0
Mexico,Americas,2015,0.001630653
Malta,Europe,2015,0
Mongolia,Asia,2015,1.005964025
Netherlands (Kingdom of the),Europe,2015,0.023278833
Oman,Asia,2015,0.067687622
Russian Federation,Europe,2015,0.817221913
Uruguay,Americas,2015,0.397911081
Austria,Europe,2016,0.067506492
Belarus,Europe,2016,1.091958625
Belize,Americas,2016,0
Barbados,Americas,2016,0
Canada,Americas,2016,0.164887168
Switzerland,Europe,2016,0.07099686
Chile,Americas,2016,0.109746053
Czechia,Europe,2016,0.056065157
Germany,Europe,2016,0.165302403
Dominica,Americas,2016,0
Dominican Republic,Americas,2016,0.440237644
Algeria,Africa,2016,0.12131619
Ecuador,Americas,2016,0.109522894
Spain,Europe,2016,0.042270946
Finland,Europe,2016,0.071727624
United Kingdom (England and Wales),Europe,2016,0.050767848
United Kingdom (Scotland),Europe,2016,0.144030114
Grenada,Americas,2016,3.34960684
Guyana,Americas,2016,0.25861311
Honduras,Americas,2016,0.106879559
Croatia,Europe,2016,0
Hungary,Europe,2016,0.331200274
Iceland,Europe,2016,0
Italy,Europe,2016,0.029095943
Saint Kitts and Nevis,Americas,2016,0
Liechtenstein,Europe,2016,0
Lithuania,Europe,2016,0.254381563
Latvia,Europe,2016,0.187322746
Morocco,Africa,2016,0.051598916
Republic of Moldova,Europe,2016,0.354764877
Mexico,Americas,2016,0.017733471
Malta,Europe,2016,0
Montenegro,Europe,2016,0
Mongolia,Asia,2016,0.984302346
Nicaragua,Americas,2016,0.123426924
Netherlands (Kingdom of the),Europe,2016,0.034763335
Oman,Asia,2016,0.130570974
Peru,Americas,2016,0.471196881
Philippines,Asia,2016,0.017400228
Paraguay,Americas,2016,1.508287881
Russian Federation,Europe,2016,0.81373832
El Salvador,Americas,2016,0.030612738
Suriname,Americas,2016,1.376010293
Uruguay,Americas,2016,0.510190199
Argentina,Americas,2017,0.16180453
Antigua and Barbuda,Americas,2017,0
Austria,Europe,2017,0.067083914
Bahamas,Americas,2017,0
Belarus,Europe,2017,0.957755145
Belize,Americas,2017,0.537328189
Barbados,Americas,2017,0.687084529
Bhutan,Asia,2017,0.282261024
Canada,Americas,2017,0.190098528
Switzerland,Europe,2017,0.046929299
Chile,Americas,2017,0.172894488
Czechia,Europe,2017,0.074765279
Germany,Europe,2017,0.150452942
Dominica,Americas,2017,0
Dominican Republic,Americas,2017,0.151319754
Algeria,Africa,2017,0.104088012
Ecuador,Americas,2017,0.203684411
Spain,Europe,2017,0.033712996
Finland,Europe,2017,0.10743358
United Kingdom (England and Wales),Europe,2017,0.094202058
United Kingdom (Scotland),Europe,2017,0.107739271
Grenada,Americas,2017,1.660054118
Guatemala,Americas,2017,0
Guyana,Americas,2017,2.051439854
Honduras,Americas,2017,0.168029844
Croatia,Europe,2017,0
Hungary,Europe,2017,0.117298269
Iceland,Europe,2017,0
Italy,Europe,2017,0.029186639
Jamaica,Americas,2017,0.424376767
Jordan,Asia,2017,0.346729535
Saint Kitts and Nevis,Americas,2017,4.079135223
Saint Lucia,Americas,2017,1.121931517
Lithuania,Europe,2017,0.064370734
Latvia,Europe,2017,0.378798999
Morocco,Africa,2017,0.085001883
Republic of Moldova,Europe,2017,0.059957826
Mexico,Americas,2017,0.006378299
Malta,Europe,2017,0
Montenegro,Europe,2017,0.617265852
Mongolia,Asia,2017,0.513666086
Nicaragua,Americas,2017,0.121696436
Netherlands (Kingdom of the),Europe,2017,0.069223889
Oman,Asia,2017,0.063253547
Panama,Americas,2017,0.097792051
Philippines,Asia,2017,0.02280634
Paraguay,Americas,2017,1.170488258
Russian Federation,Europe,2017,0.703067706
El Salvador,Americas,2017,0
Suriname,Americas,2017,0.680216581
Trinidad and Tobago,Americas,2017,0.133233408
Uruguay,Americas,2017,0.452604655
Argentina,Americas,2018,0.080261707
Antigua and Barbuda,Americas,2018,0
Austria,Europe,2018,0.111291403
Bahamas,Americas,2018,0
Belarus,Europe,2018,0.939553175
Belize,Americas,2018,0
Bolivia (Plurinational State of),Americas,2018,0.069273846
Barbados,Americas,2018,0
Bhutan,Asia,2018,0
Canada,Americas,2018,0.134087628
Switzerland,Europe,2018,0.046592677
Chile,Americas,2018,0.19107974
Colombia,Americas,2018,0.032069389
Germany,Europe,2018,0.135708256
Dominica,Americas,2018,0
Dominican Republic,Americas,2018,0.205663717
Algeria,Africa,2018,0.15074592
Ecuador,Americas,2018,0.082294648
Spain,Europe,2018,0.025158472
Finland,Europe,2018,0.178938252
United Kingdom (England and Wales),Europe,2018,0.073577222
United Kingdom (Scotland),Europe,2018,0.143402636
Grenada,Americas,2018,0
Guatemala,Americas,2018,0
Guyana,Americas,2018,0.500658366
Honduras,Americas,2018,0.103220074
Croatia,Europe,2018,0.093442574
Hungary,Europe,2018,0.019598851
Iceland,Europe,2018,0.579302115
Italy,Europe,2018,0.006507574
Jamaica,Americas,2018,0.706303975
Jordan,Asia,2018,0
Saint Kitts and Nevis,Americas,2018,4.074149521
Saint Lucia,Americas,2018,0
Lithuania,Europe,2018,0.130303176
Latvia,Europe,2018,0.957894777
Morocco,Africa,2018,0.117711744
Republic of Moldova,Europe,2018,0.485483144
Mexico,Americas,2018,0
Malta,Europe,2018,0
Montenegro,Europe,2018,0
Mongolia,Asia,2018,0.314137836
Nicaragua,Americas,2018,0
Netherlands (Kingdom of the),Europe,2018,0.022979414
Oman,Asia,2018,0.061357636
Panama,Americas,2018,0.240379877
Peru,Americas,2018,0.277059424
Philippines,Asia,2018,0.016823431
Paraguay,Americas,2018,0.093586166
State of Palestine,Asia,2018,0
Russian Federation,Europe,2018,0.804896416
El Salvador,Americas,2018,0
Suriname,Americas,2018,0
Slovenia,Europe,2018,0
Trinidad and Tobago,Americas,2018,0.131370828
Uruguay,Americas,2018,0.395653911
Saint Vincent and the Grenadines,Americas,2018,1.944598392
United Arab Emirates,Asia,2019,0.325162834
Argentina,Americas,2019,0.154921068
Antigua and Barbuda,Americas,2019,0
Austria,Europe,2019,0.332447398
Bahamas,Americas,2019,0
Bosnia and Herzegovina,Europe,2019,0
Belarus,Europe,2019,0.864340924
Belize,Americas,2019,0
Bolivia (Plurinational State of),Americas,2019,0.034124341
Barbados,Americas,2019,0
Bhutan,Asia,2019,0
Canada,Americas,2019,0.116516518
Switzerland,Europe,2019,0.115677199
Chile,Americas,2019,0
Colombia,Americas,2019,0.04329327
Czechia,Europe,2019,0.112199865
Germany,Europe,2019,0.12344342
Dominica,Americas,2019,0
Dominican Republic,Americas,2019,0.092430463
Algeria,Africa,2019,0.090698765
Ecuador,Americas,2019,0.230654595
Spain,Europe,2019,0.004161736
Finland,Europe,2019,0.250377534
United Kingdom (Scotland),Europe,2019,0.214262987
Grenada,Americas,2019,0
Guatemala,Americas,2019,0
Guyana,Americas,2019,0.246346679
Honduras,Americas,2019,0.020296182
Croatia,Europe,2019,0.188479031
Hungary,Europe,2019,0.098170051
Iceland,Europe,2019,0
Italy,Europe,2019,0.013055821
Jamaica,Americas,2019,0.423395121
Jordan,Asia,2019,0.058330817
Saint Kitts and Nevis,Americas,2019,8.142659393
Saint Lucia,Americas,2019,0
Lithuania,Europe,2019,0.131821951
Latvia,Europe,2019,0.872047393
Morocco,Africa,2019,0.122068816
Republic of Moldova,Europe,2019,0.245183072
Mexico,Americas,2019,0
North Macedonia,Europe,2019,0.094380669
Malta,Europe,2019,0
Montenegro,Europe,2019,0.309585063
Mongolia,Asia,2019,0.676367415
Nicaragua,Americas,2019,0.118357482
Netherlands (Kingdom of the),Europe,2019,0.045771827
Oman,Asia,2019,0.238369505
Panama,Americas,2019,0.047302996
Peru,Americas,2019,0.054358727
Philippines,Asia,2019,0.016553346
Russian Federation,Europe,2019,0.798255646
El Salvador,Americas,2019,0
Suriname,Americas,2019,0
Slovenia,Europe,2019,0.094802006
Trinidad and Tobago,Americas,2019,0
Uruguay,Americas,2019,0.169562224
Saint Vincent and the Grenadines,Americas,2019,0
United Arab Emirates,Asia,2020,0.213377261
Argentina,Americas,2020,0.211090789
Antigua and Barbuda,Americas,2020,0
Austria,Europe,2020,0.176798471
Bahamas,Americas,2020,0.471774888
Bosnia and Herzegovina,Europe,2020,0
Belize,Americas,2020,0
Bolivia (Plurinational State of),Americas,2020,0.033648015
Barbados,Americas,2020,0
Bhutan,Asia,2020,0.275407362
Canada,Americas,2020,0.204593781
Switzerland,Europe,2020,0.091898905
Chile,Americas,2020,0
Colombia,Americas,2020,0.00387731
Czechia,Europe,2020,0.131001041
Germany,Europe,2020,0.225046399
Dominica,Americas,2020,0
Dominican Republic,Americas,2020,0.109645476
Algeria,Africa,2020,0.131339678
Ecuador,Americas,2020,0.284141021
Spain,Europe,2020,0.02484362
United Kingdom (Scotland),Europe,2020,0.178521188
Grenada,Americas,2020,0
Guatemala,Americas,2020,0
Guyana,Americas,2020,0.491035533
Honduras,Americas,2020,0.039929859
Croatia,Europe,2020,0.095092513
Hungary,Europe,2020,0.118155219
Iceland,Europe,2020,1.119936836
Italy,Europe,2020,0.026218624
Jamaica,Americas,2020,0.140769035
Jordan,Asia,2020,0.07607532
Saint Kitts and Nevis,Americas,2020,0
Saint Lucia,Americas,2020,0
Lithuania,Europe,2020,0.400248688
Latvia,Europe,2020,0.882403117
Morocco,Africa,2020,0.043922701
Republic of Moldova,Europe,2020,0.432266068
Mexico,Americas,2020,0.001552533
Malta,Europe,2020,0
Montenegro,Europe,2020,0
Mongolia,Asia,2020,0.060304865
Netherlands (Kingdom of the),Europe,2020,0.04559635
Oman,Asia,2020,0.174153931
Panama,Americas,2020,0
Peru,Americas,2020,0.071405943
Russian Federation,Europe,2020,0.961857145
El Salvador,Americas,2020,0
Suriname,Americas,2020,0
